alimentos
624,558
642,712
641,633
665,773
650,84
617,139
614,859
619,417
621,17
594,442
628,535
635,542
638,874
638,63
649,636
643,579
636,13
639,823
660,168
665,194
654,844
647,94
652,019
651,762
638,324
630,587
625,391
619,932
615,967
608,85
673,33
624,891
564,816
555,472
