alimentos
674,0156395
651,0499465
635,6497865
628,4632079
642,3641008
637,0524222
665,7725736
650,8395138
617,1392734
614,8600628
620,3799283
621,1697171
624,2335365
628,5315076
635,5479777
638,8737606
638,6297866
649,6355086
643,5792104
636,1302655
639,8230931
633,0294461
665,1936538
654,8448028
647,9402063
651,7820068
652,5732619
639,0360865
631,2390852
626,1588567
620,7640023
616,8998854
606,6468831
671,8266957
624,3863067
