alimentos
26072,49
25237,5
24676,8
24422,6
25014,7
24939,29
26202,2
25738,98
24512,09
24523,23
24846,2
24979,76
25200,1
25489,71
25908,78
26464,4
26947,77
27842,84
28100,35
28219,07
28943,04
29108,7
30843,4
30491,2
30282,3
30481,5
30405,5
29686,5
29295,9
29085
28885,93
28827
