Fecha;Consumo
2019-06-24 12;30,20233333
2019-06-24 13;30,6105
2019-06-24 14;30,35916667
2019-06-24 15;29,348
2019-06-24 16;28,99
2019-06-24 17;29,07316667
2019-06-24 18;28,94883333
2019-06-24 19;28,993
2019-06-24 20;29,0825
2019-06-24 21;29,15233333
2019-06-24 22;29,28
2019-06-24 23;27,3045
2019-06-25 00;26,25283333
2019-06-25 01;24,86416667
2019-06-25 02;23,96933333
2019-06-25 03;23,46833333
2019-06-25 04;23,38916667
2019-06-25 05;23,77383333
2019-06-25 06;25,56333333
2019-06-25 07;27,83066667
2019-06-25 08;29,91816667
2019-06-25 09;31,9385
2019-06-25 10;33,09316667
2019-06-25 11;33,64483333
2019-06-25 12;34,56183333
2019-06-25 13;34,94333333
2019-06-25 14;34,14083333
2019-06-25 15;33,73266667
2019-06-25 16;33,72866667
2019-06-25 17;33,7985
2019-06-25 18;33,3305
2019-06-25 19;32,92033333
2019-06-25 20;32,57983333
2019-06-25 21;32,1855
2019-06-25 22;31,49683333
2019-06-25 23;29,40733333
2019-06-26 00;27,914
2019-06-26 01;26,45233333
2019-06-26 02;25,4785
2019-06-26 03;24,85966667
2019-06-26 04;24,597
2019-06-26 05;24,94033333
2019-06-26 06;26,34233333
2019-06-26 07;28,54683333
2019-06-26 08;30,8545
2019-06-26 09;33,0265
2019-06-26 10;34,18216667
2019-06-26 11;34,79516667
2019-06-26 12;35,61283333
2019-06-26 13;36,05083333
2019-06-26 14;35,55083333
2019-06-26 15;34,88916667
2019-06-26 16;34,866
2019-06-26 17;34,91433333
2019-06-26 18;34,3765
2019-06-26 19;33,96133333
2019-06-26 20;33,42366667
2019-06-26 21;33,043
2019-06-26 22;32,3995
2019-06-26 23;30,13816667
2019-06-27 00;28,56016667
2019-06-27 01;26,93683333
2019-06-27 02;25,59416667
2019-06-27 03;24,9115
2019-06-27 04;24,68416667
2019-06-27 05;24,94933333
2019-06-27 06;26,51833333
2019-06-27 07;28,69583333
2019-06-27 08;31,02516667
2019-06-27 09;33,24466667
2019-06-27 10;34,4945
2019-06-27 11;35,307
2019-06-27 12;36,246
2019-06-27 13;36,9165
2019-06-27 14;36,5995
2019-06-27 15;36,1025
2019-06-27 16;36,15533333
2019-06-27 17;36,2115
2019-06-27 18;35,76883333
2019-06-27 19;35,19083333
2019-06-27 20;34,50766667
2019-06-27 21;33,83183333
2019-06-27 22;33,3385
2019-06-27 23;30,97516667
2019-06-28 00;29,23216667
2019-06-28 01;27,42833333
2019-06-28 02;26,01933333
2019-06-28 03;25,33466667
2019-06-28 04;25,17433333
2019-06-28 05;25,28833333
2019-06-28 06;26,80533333
2019-06-28 07;29,00483333
2019-06-28 08;31,13033333
2019-06-28 09;33,48816667
2019-06-28 10;35,14133333
2019-06-28 11;36,074
2019-06-28 12;37,241
2019-06-28 13;37,93066667
2019-06-28 14;37,45983333
2019-06-28 15;36,9125
2019-06-28 16;36,7535
2019-06-28 17;36,58683333
2019-06-28 18;35,994
2019-06-28 19;35,63466667
2019-06-28 20;34,8435
2019-06-28 21;33,86633333
2019-06-28 22;33,10133333
2019-06-28 23;30,98183333
2019-06-29 00;29,70183333
2019-06-29 01;27,9945
2019-06-29 02;26,42666667
2019-06-29 03;25,58016667
2019-06-29 04;24,83933333
2019-06-29 05;24,56466667
2019-06-29 06;24,208
2019-06-29 07;24,4645
2019-06-29 08;26,27766667
2019-06-29 09;28,72316667
2019-06-29 10;30,79916667
2019-06-29 11;31,88916667
2019-06-29 12;32,92866667
2019-06-29 13;33,64816667
2019-06-29 14;33,567
2019-06-29 15;32,936
2019-06-29 16;32,20033333
2019-06-29 17;32,01616667
2019-06-29 18;31,96716667
2019-06-29 19;31,728
2019-06-29 20;31,39166667
2019-06-29 21;31,319
2019-06-29 22;31,17116667
2019-06-29 23;29,572
2019-06-30 00;27,718
2019-06-30 01;25,88
2019-06-30 02;24,50683333
2019-06-30 03;23,62233333
2019-06-30 04;22,87783333
2019-06-30 05;22,68633333
2019-06-30 06;22,3725
2019-06-30 07;22,20883333
2019-06-30 08;23,35616667
2019-06-30 09;25,05583333
2019-06-30 10;26,86116667
2019-06-30 11;28,24433333
2019-06-30 12;29,16166667
2019-06-30 13;30,005
2019-06-30 14;30,67333333
2019-06-30 15;30,18983333
2019-06-30 16;29,70716667
2019-06-30 17;29,62033333
2019-06-30 18;29,63783333
2019-06-30 19;29,84833333
2019-06-30 20;30,23983333
2019-06-30 21;30,71183333
2019-06-30 22;31,56916667
2019-06-30 23;29,97766667
2019-07-01 00;27,74416667
2019-07-01 01;25,97716667
2019-07-01 02;24,54016667
2019-07-01 03;24,01333333
2019-07-01 04;23,77533333
2019-07-01 05;24,02783333
2019-07-01 06;26,00366667
2019-07-01 07;28,43283333
2019-07-01 08;30,7845
2019-07-01 09;32,5855
2019-07-01 10;34,3365
2019-07-01 11;34,99833333
2019-07-01 12;36,22433333
2019-07-01 13;36,99616667
2019-07-01 14;36,7555
2019-07-01 15;36,44533333
2019-07-01 16;36,34633333
2019-07-01 17;36,29183333
2019-07-01 18;35,52016667
2019-07-01 19;34,89266667
2019-07-01 20;34,24216667
2019-07-01 21;33,77016667
2019-07-01 22;32,74966667
2019-07-01 23;30,462
2019-07-02 00;28,76066667
2019-07-02 01;27,07266667
2019-07-02 02;25,841
2019-07-02 03;25,26783333
2019-07-02 04;25,02483333
2019-07-02 05;25,1765
2019-07-02 06;26,73483333
2019-07-02 07;29,02916667
2019-07-02 08;31,3305
2019-07-02 09;33,47566667
2019-07-02 10;34,79916667
2019-07-02 11;35,57883333
2019-07-02 12;36,35466667
2019-07-02 13;36,95
2019-07-02 14;36,63633333
2019-07-02 15;36,11133333
2019-07-02 16;36,15433333
2019-07-02 17;35,99683333
2019-07-02 18;35,2875
2019-07-02 19;34,804
2019-07-02 20;34,138
2019-07-02 21;33,89333333
2019-07-02 22;33,207
2019-07-02 23;30,84416667
2019-07-03 00;29,12883333
2019-07-03 01;27,4175
2019-07-03 02;26,11683333
2019-07-03 03;25,4225
2019-07-03 04;25,1925
2019-07-03 05;25,40066667
2019-07-03 06;27,01666667
2019-07-03 07;29,17316667
2019-07-03 08;31,52633333
2019-07-03 09;33,53416667
2019-07-03 10;34,69983333
2019-07-03 11;35,446
2019-07-03 12;36,42283333
2019-07-03 13;37,0505
2019-07-03 14;36,46133333
2019-07-03 15;35,85516667
2019-07-03 16;35,6495
2019-07-03 17;35,51466667
2019-07-03 18;34,81216667
2019-07-03 19;34,43316667
2019-07-03 20;33,93016667
2019-07-03 21;33,628
2019-07-03 22;32,9795
2019-07-03 23;30,51783333
2019-07-04 00;28,92016667
2019-07-04 01;27,1685
2019-07-04 02;26,00816667
2019-07-04 03;25,311
2019-07-04 04;25,18633333
2019-07-04 05;25,34483333
2019-07-04 06;26,74266667
2019-07-04 07;28,94733333
2019-07-04 08;31,24133333
2019-07-04 09;33,3855
2019-07-04 10;34,58816667
2019-07-04 11;35,19666667
2019-07-04 12;36,19766667
2019-07-04 13;36,72083333
2019-07-04 14;36,123
2019-07-04 15;35,67066667
2019-07-04 16;35,60183333
2019-07-04 17;35,61133333
2019-07-04 18;35,11533333
2019-07-04 19;34,80216667
2019-07-04 20;34,22433333
2019-07-04 21;33,74783333
2019-07-04 22;33,089
2019-07-04 23;30,89833333
2019-07-05 00;29,347
2019-07-05 01;27,685
2019-07-05 02;26,25066667
2019-07-05 03;25,68766667
2019-07-05 04;25,39166667
2019-07-05 05;25,576
2019-07-05 06;27,04216667
2019-07-05 07;29,13566667
2019-07-05 08;31,4845
2019-07-05 09;33,70383333
2019-07-05 10;35,0885
2019-07-05 11;35,71466667
2019-07-05 12;36,66216667
2019-07-05 13;37,11616667
2019-07-05 14;36,452
2019-07-05 15;35,56633333
2019-07-05 16;35,36583333
2019-07-05 17;35,22383333
2019-07-05 18;34,70333333
2019-07-05 19;34,15533333
2019-07-05 20;33,53766667
2019-07-05 21;32,79066667
2019-07-05 22;32,0535
2019-07-05 23;30,18683333
2019-07-06 00;28,93066667
2019-07-06 01;27,50433333
2019-07-06 02;26,181
2019-07-06 03;25,31566667
2019-07-06 04;24,8345
2019-07-06 05;24,45283333
2019-07-06 06;24,4185
2019-07-06 07;24,772
2019-07-06 08;26,1945
2019-07-06 09;28,239
2019-07-06 10;30,1065
2019-07-06 11;31,2835
2019-07-06 12;31,9535
2019-07-06 13;32,63233333
2019-07-06 14;32,39883333
2019-07-06 15;31,65933333
2019-07-06 16;31,06533333
2019-07-06 17;30,74683333
2019-07-06 18;30,4355
2019-07-06 19;30,405
2019-07-06 20;30,24916667
2019-07-06 21;30,50483333
2019-07-06 22;30,12033333
2019-07-06 23;28,495
2019-07-07 00;26,85583333
2019-07-07 01;25,36433333
2019-07-07 02;23,94016667
2019-07-07 03;23,07766667
2019-07-07 04;22,6675
2019-07-07 05;22,34733333
2019-07-07 06;22,24283333
2019-07-07 07;21,99883333
2019-07-07 08;23,026
2019-07-07 09;24,74866667
2019-07-07 10;26,46266667
2019-07-07 11;27,76633333
2019-07-07 12;28,687
2019-07-07 13;29,51333333
2019-07-07 14;29,8605
2019-07-07 15;29,41833333
2019-07-07 16;28,76433333
2019-07-07 17;28,42916667
2019-07-07 18;28,24616667
2019-07-07 19;28,36666667
2019-07-07 20;28,78233333
2019-07-07 21;29,447
2019-07-07 22;30,34516667
2019-07-07 23;28,83183333
2019-07-08 00;26,968
2019-07-08 01;25,42766667
2019-07-08 02;24,46566667
2019-07-08 03;23,705
2019-07-08 04;23,4935
2019-07-08 05;23,92733333
2019-07-08 06;26,0625
2019-07-08 07;28,579
2019-07-08 08;31,1305
2019-07-08 09;33,2755
2019-07-08 10;34,35783333
2019-07-08 11;34,9505
2019-07-08 12;35,64366667
2019-07-08 13;35,902
2019-07-08 14;35,05183333
2019-07-08 15;34,13683333
2019-07-08 16;33,67433333
2019-07-08 17;33,58533333
2019-07-08 18;33,00383333
2019-07-08 19;32,629
2019-07-08 20;32,30516667
2019-07-08 21;32,07733333
2019-07-08 22;31,30983333
2019-07-08 23;28,9085
2019-07-09 00;27,4705
2019-07-09 01;26,04633333
2019-07-09 02;25,02183333
2019-07-09 03;24,4955
2019-07-09 04;24,3825
2019-07-09 05;24,66566667
2019-07-09 06;26,16033333
2019-07-09 07;28,21216667
2019-07-09 08;30,07716667
2019-07-09 09;32,06266667
2019-07-09 10;33,25033333
2019-07-09 11;33,8625
2019-07-09 12;34,621
2019-07-09 13;34,97366667
2019-07-09 14;34,41316667
2019-07-09 15;33,38633333
2019-07-09 16;33,23566667
2019-07-09 17;33,12233333
2019-07-09 18;32,72966667
2019-07-09 19;32,34983333
2019-07-09 20;32,11966667
2019-07-09 21;31,95183333
2019-07-09 22;31,4645
2019-07-09 23;29,343
2019-07-10 00;27,8095
2019-07-10 01;26,35133333
2019-07-10 02;25,2925
2019-07-10 03;24,6785
2019-07-10 04;24,329
2019-07-10 05;24,613
2019-07-10 06;26,1685
2019-07-10 07;28,14166667
2019-07-10 08;30,28283333
2019-07-10 09;32,05083333
2019-07-10 10;33,2735
2019-07-10 11;34,0895
2019-07-10 12;35,05533333
2019-07-10 13;35,77466667
2019-07-10 14;35,4165
2019-07-10 15;34,79483333
2019-07-10 16;34,59833333
2019-07-10 17;34,54983333
2019-07-10 18;34,15866667
2019-07-10 19;33,73883333
2019-07-10 20;33,211
2019-07-10 21;32,865
2019-07-10 22;32,27183333
2019-07-10 23;30,1305
2019-07-11 00;28,64283333
2019-07-11 01;26,97566667
2019-07-11 02;25,90066667
2019-07-11 03;25,26416667
2019-07-11 04;24,90783333
2019-07-11 05;25,13866667
2019-07-11 06;26,506
2019-07-11 07;28,641
2019-07-11 08;30,85066667
2019-07-11 09;33,29666667
2019-07-11 10;34,818
2019-07-11 11;35,89866667
2019-07-11 12;37,2455
2019-07-11 13;37,82283333
2019-07-11 14;37,1705
2019-07-11 15;36,72583333
2019-07-11 16;36,61266667
2019-07-11 17;36,64933333
2019-07-11 18;36,05633333
2019-07-11 19;35,6515
2019-07-11 20;34,89916667
2019-07-11 21;34,344
2019-07-11 22;33,76816667
2019-07-11 23;31,4875
2019-07-12 00;29,93883333
2019-07-12 01;28,1235
2019-07-12 02;26,57266667
2019-07-12 03;25,9855
2019-07-12 04;25,654
2019-07-12 05;25,66633333
2019-07-12 06;27,2395
2019-07-12 07;29,32266667
2019-07-12 08;31,7325
2019-07-12 09;34,0085
2019-07-12 10;35,6885
2019-07-12 11;36,53383333
2019-07-12 12;37,7575
2019-07-12 13;38,624
2019-07-12 14;38,037
2019-07-12 15;37,15333333
2019-07-12 16;36,86283333
2019-07-12 17;36,56483333
2019-07-12 18;35,3615
2019-07-12 19;34,91983333
2019-07-12 20;34,4335
2019-07-12 21;33,55
2019-07-12 22;32,73983333
2019-07-12 23;30,60016667
2019-07-13 00;29,41816667
2019-07-13 01;27,688
2019-07-13 02;26,357
2019-07-13 03;25,33233333
2019-07-13 04;24,92766667
2019-07-13 05;24,52833333
2019-07-13 06;24,57766667
2019-07-13 07;24,67366667
2019-07-13 08;26,36816667
2019-07-13 09;28,6485
2019-07-13 10;30,58183333
2019-07-13 11;31,67016667
2019-07-13 12;32,413
2019-07-13 13;32,83083333
2019-07-13 14;32,64066667
2019-07-13 15;31,974
2019-07-13 16;31,21283333
2019-07-13 17;30,84716667
2019-07-13 18;30,58683333
2019-07-13 19;30,32433333
2019-07-13 20;30,03016667
2019-07-13 21;29,895
2019-07-13 22;29,73916667
2019-07-13 23;28,14916667
2019-07-14 00;26,54683333
2019-07-14 01;24,91
2019-07-14 02;23,847
2019-07-14 03;22,98116667
2019-07-14 04;22,47983333
2019-07-14 05;22,115
2019-07-14 06;21,97066667
2019-07-14 07;21,625
2019-07-14 08;22,6765
2019-07-14 09;24,44766667
2019-07-14 10;26,08816667
2019-07-14 11;27,085
2019-07-14 12;27,88266667
2019-07-14 13;28,49833333
2019-07-14 14;28,88266667
2019-07-14 15;28,177
2019-07-14 16;27,55283333
2019-07-14 17;27,489
2019-07-14 18;27,53916667
2019-07-14 19;27,72666667
2019-07-14 20;27,92083333
2019-07-14 21;28,67383333
2019-07-14 22;29,833
2019-07-14 23;28,477
2019-07-15 00;26,62333333
2019-07-15 01;25,10466667
2019-07-15 02;23,835
2019-07-15 03;23,22966667
2019-07-15 04;22,95066667
2019-07-15 05;23,45416667
2019-07-15 06;25,54916667
2019-07-15 07;27,89783333
2019-07-15 08;30,44483333
2019-07-15 09;32,7015
2019-07-15 10;34,23666667
2019-07-15 11;35,0815
2019-07-15 12;36,16366667
2019-07-15 13;36,85333333
2019-07-15 14;36,5415
2019-07-15 15;35,97033333
2019-07-15 16;35,9685
2019-07-15 17;35,8915
2019-07-15 18;35,22666667
2019-07-15 19;34,6985
2019-07-15 20;34,07983333
2019-07-15 21;33,63
2019-07-15 22;33,0635
2019-07-15 23;30,654
2019-07-16 00;29,03583333
2019-07-16 01;27,471
2019-07-16 02;26,07883333
2019-07-16 03;25,432
2019-07-16 04;25,08566667
2019-07-16 05;25,22516667
2019-07-16 06;26,83983333
2019-07-16 07;28,66033333
2019-07-16 08;30,9185
2019-07-16 09;33,08583333
2019-07-16 10;34,527
2019-07-16 11;35,32466667
2019-07-16 12;36,28366667
2019-07-16 13;36,98766667
2019-07-16 14;36,64516667
2019-07-16 15;36,11
2019-07-16 16;35,87183333
2019-07-16 17;35,6415
2019-07-16 18;34,9125
2019-07-16 19;34,2485
2019-07-16 20;33,64533333
2019-07-16 21;33,15416667
2019-07-16 22;32,38633333
2019-07-16 23;30,36133333
2019-07-17 00;28,69816667
2019-07-17 01;27,0895
2019-07-17 02;25,72533333
2019-07-17 03;25,25
2019-07-17 04;24,86283333
2019-07-17 05;25,08766667
2019-07-17 06;26,697
2019-07-17 07;28,82
2019-07-17 08;31,0555
2019-07-17 09;33,1515
2019-07-17 10;34,34016667
2019-07-17 11;35,13983333
2019-07-17 12;36,00283333
2019-07-17 13;36,6245
2019-07-17 14;36,036
2019-07-17 15;35,36033333
2019-07-17 16;35,142
2019-07-17 17;34,91183333
2019-07-17 18;34,2375
2019-07-17 19;33,54166667
2019-07-17 20;32,91916667
2019-07-17 21;32,4535
2019-07-17 22;31,80866667
2019-07-17 23;29,599
2019-07-18 00;28,13066667
2019-07-18 01;26,65116667
2019-07-18 02;25,54266667
2019-07-18 03;24,9445
2019-07-18 04;24,61416667
2019-07-18 05;25,01116667
2019-07-18 06;26,45
2019-07-18 07;28,50066667
2019-07-18 08;30,62966667
2019-07-18 09;32,8845
2019-07-18 10;34,18566667
2019-07-18 11;34,99933333
2019-07-18 12;36,06266667
2019-07-18 13;36,776
2019-07-18 14;36,41866667
2019-07-18 15;35,95183333
2019-07-18 16;35,89683333
2019-07-18 17;35,63566667
2019-07-18 18;35,07066667
2019-07-18 19;34,58616667
2019-07-18 20;33,95183333
2019-07-18 21;33,5625
2019-07-18 22;32,97533333
2019-07-18 23;30,87416667
2019-07-19 00;29,1825
2019-07-19 01;27,46333333
2019-07-19 02;26,1375
2019-07-19 03;25,49116667
2019-07-19 04;25,19133333
2019-07-19 05;25,271
2019-07-19 06;26,877
2019-07-19 07;28,87716667
2019-07-19 08;31,091
2019-07-19 09;33,4305
2019-07-19 10;34,9295
2019-07-19 11;35,90016667
2019-07-19 12;36,93816667
2019-07-19 13;37,71033333
2019-07-19 14;37,29883333
2019-07-19 15;36,5675
2019-07-19 16;36,2515
2019-07-19 17;36,04683333
2019-07-19 18;35,37183333
2019-07-19 19;34,86666667
2019-07-19 20;34,22666667
2019-07-19 21;33,495
2019-07-19 22;32,71616667
2019-07-19 23;30,751
2019-07-20 00;29,46566667
2019-07-20 01;27,77666667
2019-07-20 02;26,28866667
2019-07-20 03;25,32233333
2019-07-20 04;24,8355
2019-07-20 05;24,4585
2019-07-20 06;24,5785
2019-07-20 07;24,64083333
2019-07-20 08;26,06933333
2019-07-20 09;28,47216667
2019-07-20 10;30,6025
2019-07-20 11;31,67016667
2019-07-20 12;32,3725
2019-07-20 13;33,00583333
2019-07-20 14;32,9865
2019-07-20 15;32,309
2019-07-20 16;31,755
2019-07-20 17;31,43816667
2019-07-20 18;31,11716667
2019-07-20 19;31,0255
2019-07-20 20;30,98666667
2019-07-20 21;30,9725
2019-07-20 22;30,88066667
2019-07-20 23;29,05033333
2019-07-21 00;27,37516667
2019-07-21 01;25,7425
2019-07-21 02;24,46066667
2019-07-21 03;23,576
2019-07-21 04;22,99866667
2019-07-21 05;22,67166667
2019-07-21 06;22,54216667
2019-07-21 07;22,22683333
2019-07-21 08;23,07266667
2019-07-21 09;24,88083333
2019-07-21 10;26,47266667
2019-07-21 11;27,7005
2019-07-21 12;28,7065
2019-07-21 13;29,719
2019-07-21 14;30,41566667
2019-07-21 15;30,085
2019-07-21 16;29,56716667
2019-07-21 17;29,31933333
2019-07-21 18;29,138
2019-07-21 19;29,24966667
2019-07-21 20;29,38933333
2019-07-21 21;30,16366667
2019-07-21 22;31,27733333
2019-07-21 23;29,82183333
2019-07-22 00;27,97233333
2019-07-22 01;26,22633333
2019-07-22 02;24,98266667
2019-07-22 03;24,17833333
2019-07-22 04;23,90566667
2019-07-22 05;24,16266667
2019-07-22 06;26,27366667
2019-07-22 07;28,5045
2019-07-22 08;31,20533333
2019-07-22 09;33,9445
2019-07-22 10;35,619
2019-07-22 11;36,73883333
2019-07-22 12;38,1795
2019-07-22 13;39,05766667
2019-07-22 14;38,97716667
2019-07-22 15;38,594
2019-07-22 16;38,51366667
2019-07-22 17;38,29766667
2019-07-22 18;37,45933333
2019-07-22 19;36,75
2019-07-22 20;36,11283333
2019-07-22 21;35,54883333
2019-07-22 22;34,74866667
2019-07-22 23;32,36066667
2019-07-23 00;30,401
2019-07-23 01;28,595
2019-07-23 02;27,2945
2019-07-23 03;26,50316667
2019-07-23 04;26,0365
2019-07-23 05;26,244
2019-07-23 06;27,81833333
2019-07-23 07;29,827
2019-07-23 08;32,11166667
2019-07-23 09;34,64233333
2019-07-23 10;36,40383333
2019-07-23 11;37,54916667
2019-07-23 12;38,809
2019-07-23 13;39,687
2019-07-23 14;39,48883333
2019-07-23 15;39,10283333
2019-07-23 16;38,92416667
2019-07-23 17;38,78
2019-07-23 18;38,0885
2019-07-23 19;37,13733333
2019-07-23 20;35,968
2019-07-23 21;35,6385
2019-07-23 22;34,83183333
2019-07-23 23;32,21033333
2019-07-24 00;30,53
2019-07-24 01;28,7385
2019-07-24 02;27,50366667
2019-07-24 03;26,67233333
2019-07-24 04;26,26766667
2019-07-24 05;26,31633333
2019-07-24 06;27,936
2019-07-24 07;29,74583333
2019-07-24 08;31,991
2019-07-24 09;34,62516667
2019-07-24 10;36,3665
2019-07-24 11;37,45733333
2019-07-24 12;38,78483333
2019-07-24 13;39,60816667
2019-07-24 14;39,36383333
2019-07-24 15;39,02666667
2019-07-24 16;38,86783333
2019-07-24 17;38,71516667
2019-07-24 18;37,91533333
2019-07-24 19;37,2485
2019-07-24 20;36,21116667
2019-07-24 21;35,74383333
2019-07-24 22;34,86133333
2019-07-24 23;32,44666667
2019-07-25 00;30,70166667
2019-07-25 01;28,75833333
2019-07-25 02;27,21966667
2019-07-25 03;26,44466667
2019-07-25 04;25,94883333
2019-07-25 05;25,96933333
2019-07-25 06;27,27216667
2019-07-25 07;28,8095
2019-07-25 08;30,82266667
2019-07-25 09;33,21033333
2019-07-25 10;34,91216667
2019-07-25 11;36,06133333
2019-07-25 12;37,46816667
2019-07-25 13;38,3215
2019-07-25 14;38,05766667
2019-07-25 15;37,67283333
2019-07-25 16;37,5445
2019-07-25 17;37,21866667
2019-07-25 18;36,5405
2019-07-25 19;35,69466667
2019-07-25 20;34,76783333
2019-07-25 21;34,26783333
2019-07-25 22;33,61016667
2019-07-25 23;31,45266667
2019-07-26 00;29,8115
2019-07-26 01;27,977
2019-07-26 02;26,7145
2019-07-26 03;25,9885
2019-07-26 04;25,60516667
2019-07-26 05;25,51833333
2019-07-26 06;27,2105
2019-07-26 07;29,121
2019-07-26 08;31,08516667
2019-07-26 09;33,46816667
2019-07-26 10;34,95366667
2019-07-26 11;35,7885
2019-07-26 12;36,6305
2019-07-26 13;37,1
2019-07-26 14;36,48833333
2019-07-26 15;35,54933333
2019-07-26 16;35,21266667
2019-07-26 17;34,92666667
2019-07-26 18;34,1885
2019-07-26 19;33,442
2019-07-26 20;32,71183333
2019-07-26 21;32,19383333
2019-07-26 22;31,298
2019-07-26 23;29,35733333
2019-07-27 00;28,3195
2019-07-27 01;26,8795
2019-07-27 02;25,45583333
2019-07-27 03;24,70066667
2019-07-27 04;24,1955
2019-07-27 05;23,811
2019-07-27 06;23,9545
2019-07-27 07;24,17933333
2019-07-27 08;25,41516667
2019-07-27 09;27,50566667
2019-07-27 10;29,10783333
2019-07-27 11;29,816
2019-07-27 12;29,97383333
2019-07-27 13;30,36916667
2019-07-27 14;30,12733333
2019-07-27 15;29,33116667
2019-07-27 16;28,74683333
2019-07-27 17;28,196
2019-07-27 18;28,04616667
2019-07-27 19;28,11
2019-07-27 20;28,26083333
2019-07-27 21;28,613
2019-07-27 22;28,48816667
2019-07-27 23;26,81683333
2019-07-28 00;25,29883333
2019-07-28 01;23,913
2019-07-28 02;22,68816667
2019-07-28 03;21,97266667
2019-07-28 04;21,592
2019-07-28 05;21,29016667
2019-07-28 06;21,3145
2019-07-28 07;20,9335
2019-07-28 08;21,81383333
2019-07-28 09;23,41116667
2019-07-28 10;24,80666667
2019-07-28 11;25,83283333
2019-07-28 12;26,53016667
2019-07-28 13;27,04616667
2019-07-28 14;27,396
2019-07-28 15;26,79466667
2019-07-28 16;26,19316667
2019-07-28 17;26,01716667
2019-07-28 18;25,89466667
2019-07-28 19;26,0475
2019-07-28 20;26,52433333
2019-07-28 21;27,591
2019-07-28 22;28,7455
2019-07-28 23;27,35
2019-07-29 00;25,6195
2019-07-29 01;24,10416667
2019-07-29 02;22,956
2019-07-29 03;22,39766667
2019-07-29 04;22,273
2019-07-29 05;22,63066667
2019-07-29 06;24,63216667
2019-07-29 07;26,74516667
2019-07-29 08;28,91533333
2019-07-29 09;31,37133333
2019-07-29 10;32,95166667
2019-07-29 11;33,77916667
2019-07-29 12;34,78933333
2019-07-29 13;35,392
2019-07-29 14;34,90783333
2019-07-29 15;33,9975
2019-07-29 16;33,8645
2019-07-29 17;33,724
2019-07-29 18;33,261
2019-07-29 19;32,689
2019-07-29 20;32,16866667
2019-07-29 21;32,1415
2019-07-29 22;31,39833333
2019-07-29 23;29,08383333
2019-07-30 00;27,66133333
2019-07-30 01;26,07233333
2019-07-30 02;24,9235
2019-07-30 03;24,36416667
2019-07-30 04;24,06233333
2019-07-30 05;24,31433333
2019-07-30 06;26,03283333
2019-07-30 07;27,87466667
2019-07-30 08;29,7495
2019-07-30 09;31,853
2019-07-30 10;33,2695
2019-07-30 11;33,9605
2019-07-30 12;34,7335
2019-07-30 13;35,23333333
2019-07-30 14;34,62416667
2019-07-30 15;33,8445
2019-07-30 16;33,62633333
2019-07-30 17;33,4865
2019-07-30 18;32,83133333
2019-07-30 19;32,363
2019-07-30 20;31,849
2019-07-30 21;31,92083333
2019-07-30 22;31,25483333
2019-07-30 23;29,01916667
2019-07-31 00;27,55183333
2019-07-31 01;25,92466667
2019-07-31 02;24,64933333
2019-07-31 03;24,13283333
2019-07-31 04;23,802
2019-07-31 05;23,97733333
2019-07-31 06;25,60383333
2019-07-31 07;27,324
2019-07-31 08;28,9615
2019-07-31 09;30,98116667
2019-07-31 10;32,301
2019-07-31 11;33,06716667
2019-07-31 12;33,93683333
2019-07-31 13;34,473
2019-07-31 14;33,94483333
2019-07-31 15;33,20083333
2019-07-31 16;33,102
2019-07-31 17;33,02266667
2019-07-31 18;32,65133333
2019-07-31 19;32,16583333
2019-07-31 20;31,58333333
2019-07-31 21;31,69366667
2019-07-31 22;31,006
2019-07-31 23;28,75933333
2019-08-01 00;27,54666667
2019-08-01 01;26,13233333
2019-08-01 02;24,94316667
2019-08-01 03;24,33283333
2019-08-01 04;24,05283333
2019-08-01 05;24,2475
2019-08-01 06;26,021
2019-08-01 07;27,9165
2019-08-01 08;30,17583333
2019-08-01 09;32,4445
2019-08-01 10;33,5825
2019-08-01 11;34,48616667
2019-08-01 12;35,59
2019-08-01 13;36,12566667
2019-08-01 14;35,62183333
2019-08-01 15;34,87233333
2019-08-01 16;34,62566667
2019-08-01 17;34,51283333
2019-08-01 18;34,09666667
2019-08-01 19;33,47916667
2019-08-01 20;32,8315
2019-08-01 21;32,7485
2019-08-01 22;31,88966667
2019-08-01 23;29,78683333
2019-08-02 00;27,85966667
2019-08-02 01;26,193
2019-08-02 02;25,03533333
2019-08-02 03;24,40633333
2019-08-02 04;24,0365
2019-08-02 05;24,28166667
2019-08-02 06;25,83466667
2019-08-02 07;27,45183333
2019-08-02 08;29,8075
2019-08-02 09;31,97516667
2019-08-02 10;33,52216667
2019-08-02 11;34,66716667
2019-08-02 12;35,69583333
2019-08-02 13;36,17666667
2019-08-02 14;35,622
2019-08-02 15;34,727
2019-08-02 16;34,3595
2019-08-02 17;34,05866667
2019-08-02 18;33,7555
2019-08-02 19;33,1275
2019-08-02 20;32,39733333
2019-08-02 21;32,19016667
2019-08-02 22;31,3335
2019-08-02 23;29,244
2019-08-03 00;27,582
2019-08-03 01;26,0625
2019-08-03 02;24,63633333
2019-08-03 03;23,816
2019-08-03 04;23,29366667
2019-08-03 05;22,97933333
2019-08-03 06;23,22133333
2019-08-03 07;23,40616667
2019-08-03 08;24,6625
2019-08-03 09;26,83983333
2019-08-03 10;28,71583333
2019-08-03 11;29,79433333
2019-08-03 12;30,523
2019-08-03 13;31,13916667
2019-08-03 14;31,30583333
2019-08-03 15;30,711
2019-08-03 16;30,11516667
