Fecha;Consumo
2019-03-30 03;22,76516667
2019-03-30 04;22,3585
2019-03-30 05;22,22783333
2019-03-30 06;22,60233333
2019-03-30 07;23,2685
2019-03-30 08;25,27866667
2019-03-30 09;27,51516667
2019-03-30 10;28,81083333
2019-03-30 11;28,84016667
2019-03-30 12;28,74516667
2019-03-30 13;28,62966667
2019-03-30 14;28,01316667
2019-03-30 15;26,724
2019-03-30 16;25,93566667
2019-03-30 17;25,41116667
2019-03-30 18;25,2735
2019-03-30 19;26,57583333
2019-03-30 20;28,958
2019-03-30 21;29,045
2019-03-30 22;27,92166667
2019-03-30 23;26,04083333
2019-03-31 00;24,18583333
2019-03-31 01;22,43333333
2019-03-31 02;21,98783333
2019-03-31 03;21,54166667
2019-03-31 04;20,88866667
2019-03-31 05;20,62766667
2019-03-31 06;20,799
2019-03-31 07;21,4555
2019-03-31 08;21,328
2019-03-31 09;22,68333333
2019-03-31 10;24,642
2019-03-31 11;26,13383333
2019-03-31 12;26,81966667
2019-03-31 13;27,25483333
2019-03-31 14;27,21566667
2019-03-31 15;25,85283333
2019-03-31 16;24,78433333
2019-03-31 17;24,39083333
2019-03-31 18;24,18383333
2019-03-31 19;25,11266667
2019-03-31 20;27,18983333
2019-03-31 21;29,62933333
2019-03-31 22;28,61066667
2019-03-31 23;26,70183333
2019-04-01 00;24,5495
2019-04-01 01;22,9385
2019-04-01 02;21,81966667
2019-04-01 03;21,32216667
2019-04-01 04;21,3165
2019-04-01 05;21,8935
2019-04-01 06;24,68566667
2019-04-01 07;28,8405
2019-04-01 08;31,35216667
2019-04-01 09;32,57133333
2019-04-01 10;33,07266667
2019-04-01 11;33,17483333
2019-04-01 12;33,32366667
2019-04-01 13;33,03483333
2019-04-01 14;32,0885
2019-04-01 15;31,40033333
2019-04-01 16;30,82466667
2019-04-01 17;30,4325
2019-04-01 18;29,807
2019-04-01 19;29,98816667
2019-04-01 20;31,73133333
2019-04-01 21;33,58333333
2019-04-01 22;31,2255
2019-04-01 23;28,30133333
2019-04-02 00;26,2645
2019-04-02 01;24,692
2019-04-02 02;23,70566667
2019-04-02 03;23,08
2019-04-02 04;22,9685
2019-04-02 05;23,43866667
2019-04-02 06;25,6995
2019-04-02 07;29,60616667
2019-04-02 08;31,74433333
2019-04-02 09;32,581
2019-04-02 10;33,06866667
2019-04-02 11;33,1215
2019-04-02 12;33,18316667
2019-04-02 13;32,9225
2019-04-02 14;31,789
2019-04-02 15;31,224
2019-04-02 16;30,83666667
2019-04-02 17;30,413
2019-04-02 18;29,9395
2019-04-02 19;30,09983333
2019-04-02 20;31,68316667
2019-04-02 21;33,553
2019-04-02 22;31,21833333
2019-04-02 23;28,519
2019-04-03 00;26,58416667
2019-04-03 01;24,93483333
2019-04-03 02;23,87933333
2019-04-03 03;23,43816667
2019-04-03 04;23,23483333
2019-04-03 05;23,73333333
2019-04-03 06;25,90833333
2019-04-03 07;29,64833333
2019-04-03 08;31,81033333
2019-04-03 09;32,70816667
2019-04-03 10;32,952
2019-04-03 11;32,90633333
2019-04-03 12;33,203
2019-04-03 13;32,91333333
2019-04-03 14;31,98283333
2019-04-03 15;31,1705
2019-04-03 16;30,72066667
2019-04-03 17;30,49433333
2019-04-03 18;30,17866667
2019-04-03 19;30,40666667
2019-04-03 20;31,7635
2019-04-03 21;33,4725
2019-04-03 22;31,0115
2019-04-03 23;28,35716667
2019-04-04 00;26,52883333
2019-04-04 01;24,91216667
2019-04-04 02;23,921
2019-04-04 03;23,37866667
2019-04-04 04;23,2345
2019-04-04 05;23,73266667
2019-04-04 06;26,01316667
2019-04-04 07;29,8905
2019-04-04 08;32,18366667
2019-04-04 09;33,438
2019-04-04 10;33,66283333
2019-04-04 11;33,5125
2019-04-04 12;33,42233333
2019-04-04 13;32,97383333
2019-04-04 14;31,77016667
2019-04-04 15;31,05616667
2019-04-04 16;30,6555
2019-04-04 17;30,31983333
2019-04-04 18;30,07033333
2019-04-04 19;30,26333333
2019-04-04 20;32,14116667
2019-04-04 21;33,8295
2019-04-04 22;31,17316667
2019-04-04 23;28,69366667
2019-04-05 00;26,79416667
2019-04-05 01;25,06883333
2019-04-05 02;23,8595
2019-04-05 03;23,46533333
2019-04-05 04;23,3205
2019-04-05 05;23,71166667
2019-04-05 06;26,14866667
2019-04-05 07;29,933
2019-04-05 08;32,396
2019-04-05 09;33,68233333
2019-04-05 10;34,34716667
2019-04-05 11;34,426
2019-04-05 12;34,58833333
2019-04-05 13;34,3045
2019-04-05 14;33,00066667
2019-04-05 15;32,1595
2019-04-05 16;31,725
2019-04-05 17;31,4465
2019-04-05 18;31,14116667
2019-04-05 19;31,243
2019-04-05 20;32,12833333
2019-04-05 21;33,43333333
2019-04-05 22;31,10566667
2019-04-05 23;28,92083333
2019-04-06 00;27,1005
2019-04-06 01;25,286
2019-04-06 02;23,9175
2019-04-06 03;22,9935
2019-04-06 04;22,61383333
2019-04-06 05;22,46916667
2019-04-06 06;23,04133333
2019-04-06 07;24,22133333
2019-04-06 08;25,468
2019-04-06 09;28,0295
2019-04-06 10;30,1235
2019-04-06 11;30,61016667
2019-04-06 12;30,413
2019-04-06 13;30,1745
2019-04-06 14;29,51866667
2019-04-06 15;28,19666667
2019-04-06 16;27,2415
2019-04-06 17;26,66766667
2019-04-06 18;26,614
2019-04-06 19;27,02433333
2019-04-06 20;28,15466667
2019-04-06 21;30,29533333
2019-04-06 22;28,835
2019-04-06 23;27,47483333
2019-04-07 00;25,38283333
2019-04-07 01;23,4875
2019-04-07 02;22,05283333
2019-04-07 03;21,2085
2019-04-07 04;20,9565
2019-04-07 05;20,87933333
2019-04-07 06;21,16933333
2019-04-07 07;21,796
2019-04-07 08;22,18866667
2019-04-07 09;24,2265
2019-04-07 10;26,31766667
2019-04-07 11;27,26833333
2019-04-07 12;27,60166667
2019-04-07 13;27,7415
2019-04-07 14;27,66716667
2019-04-07 15;26,25733333
2019-04-07 16;25,36566667
2019-04-07 17;25,217
2019-04-07 18;25,464
2019-04-07 19;26,32983333
2019-04-07 20;27,88766667
2019-04-07 21;30,4025
2019-04-07 22;29,29233333
2019-04-07 23;27,27483333
2019-04-08 00;25,02466667
2019-04-08 01;23,22383333
2019-04-08 02;22,1975
2019-04-08 03;21,7555
2019-04-08 04;21,72783333
2019-04-08 05;22,37533333
2019-04-08 06;25,25566667
2019-04-08 07;29,52166667
2019-04-08 08;32,22633333
2019-04-08 09;33,6935
2019-04-08 10;34,2655
2019-04-08 11;34,34183333
2019-04-08 12;34,21483333
2019-04-08 13;33,96383333
2019-04-08 14;32,78033333
2019-04-08 15;31,9395
2019-04-08 16;31,566
2019-04-08 17;30,98066667
2019-04-08 18;30,5255
2019-04-08 19;30,67266667
2019-04-08 20;32,41083333
2019-04-08 21;34,25933333
2019-04-08 22;31,72483333
2019-04-08 23;29,01133333
2019-04-09 00;26,78416667
2019-04-09 01;25,02733333
2019-04-09 02;23,92483333
2019-04-09 03;23,4815
2019-04-09 04;23,288
2019-04-09 05;23,8185
2019-04-09 06;26,11516667
2019-04-09 07;29,82483333
2019-04-09 08;32,27483333
2019-04-09 09;33,4095
2019-04-09 10;33,97
2019-04-09 11;34,07833333
2019-04-09 12;34,3675
2019-04-09 13;33,9885
2019-04-09 14;32,9745
2019-04-09 15;32,21083333
2019-04-09 16;31,57916667
2019-04-09 17;31,5785
2019-04-09 18;31,30133333
2019-04-09 19;31,48316667
2019-04-09 20;32,60683333
2019-04-09 21;34,33283333
2019-04-09 22;31,81683333
2019-04-09 23;29,08183333
2019-04-10 00;26,96883333
2019-04-10 01;25,3885
2019-04-10 02;24,21483333
2019-04-10 03;23,70366667
2019-04-10 04;23,62283333
2019-04-10 05;24,00766667
2019-04-10 06;26,24916667
2019-04-10 07;30,03133333
2019-04-10 08;32,616
2019-04-10 09;33,64733333
2019-04-10 10;33,99183333
2019-04-10 11;33,86783333
2019-04-10 12;33,86516667
2019-04-10 13;33,79566667
2019-04-10 14;32,55333333
2019-04-10 15;31,983
2019-04-10 16;31,551
2019-04-10 17;31,15083333
2019-04-10 18;30,68283333
2019-04-10 19;30,924
2019-04-10 20;32,18533333
2019-04-10 21;33,77333333
2019-04-10 22;31,34816667
2019-04-10 23;28,99883333
2019-04-11 00;26,99333333
2019-04-11 01;25,1805
2019-04-11 02;24,17283333
2019-04-11 03;23,65716667
2019-04-11 04;23,46683333
2019-04-11 05;23,93183333
2019-04-11 06;26,22183333
2019-04-11 07;29,959
2019-04-11 08;32,33916667
2019-04-11 09;33,433
2019-04-11 10;33,6075
2019-04-11 11;33,631
2019-04-11 12;33,51633333
2019-04-11 13;33,30116667
2019-04-11 14;32,2825
2019-04-11 15;31,74666667
2019-04-11 16;31,46383333
2019-04-11 17;31,11766667
2019-04-11 18;30,64733333
2019-04-11 19;30,57066667
2019-04-11 20;31,80516667
2019-04-11 21;33,45733333
2019-04-11 22;31,31316667
2019-04-11 23;29,01216667
2019-04-12 00;27,02783333
2019-04-12 01;25,263
2019-04-12 02;23,98783333
2019-04-12 03;23,5515
2019-04-12 04;23,4455
2019-04-12 05;23,89216667
2019-04-12 06;26,04866667
2019-04-12 07;29,568
2019-04-12 08;31,68083333
2019-04-12 09;32,841
2019-04-12 10;33,217
2019-04-12 11;33,24316667
2019-04-12 12;33,1205
2019-04-12 13;32,664
2019-04-12 14;31,70516667
2019-04-12 15;30,83283333
2019-04-12 16;30,307
2019-04-12 17;29,77083333
2019-04-12 18;29,22
2019-04-12 19;29,1205
2019-04-12 20;29,95533333
2019-04-12 21;31,761
2019-04-12 22;29,95383333
2019-04-12 23;27,96833333
2019-04-13 00;26,4675
2019-04-13 01;24,89983333
2019-04-13 02;23,60116667
2019-04-13 03;22,7315
2019-04-13 04;22,46883333
2019-04-13 05;22,26633333
2019-04-13 06;22,68683333
2019-04-13 07;23,81833333
2019-04-13 08;25,10433333
2019-04-13 09;27,447
2019-04-13 10;28,9395
2019-04-13 11;29,06733333
2019-04-13 12;28,88
2019-04-13 13;28,71283333
2019-04-13 14;28,01816667
2019-04-13 15;26,67133333
2019-04-13 16;25,91116667
2019-04-13 17;25,42583333
2019-04-13 18;25,17133333
2019-04-13 19;25,31
2019-04-13 20;26,23866667
2019-04-13 21;28,78216667
2019-04-13 22;27,75383333
2019-04-13 23;26,1645
2019-04-14 00;24,4495
2019-04-14 01;22,80016667
2019-04-14 02;21,64033333
2019-04-14 03;21,0045
2019-04-14 04;20,58433333
2019-04-14 05;20,48666667
2019-04-14 06;20,83283333
2019-04-14 07;21,13033333
2019-04-14 08;21,64833333
2019-04-14 09;23,739
2019-04-14 10;25,36766667
2019-04-14 11;25,9065
2019-04-14 12;26,00533333
2019-04-14 13;26,01683333
2019-04-14 14;25,81933333
2019-04-14 15;24,73333333
2019-04-14 16;23,95833333
2019-04-14 17;23,58983333
2019-04-14 18;23,53216667
2019-04-14 19;23,9095
2019-04-14 20;25,138
2019-04-14 21;27,836
2019-04-14 22;27,34716667
2019-04-14 23;25,8305
2019-04-15 00;24,23333333
2019-04-15 01;22,7505
2019-04-15 02;21,67483333
2019-04-15 03;21,36933333
2019-04-15 04;21,26983333
2019-04-15 05;21,6945
2019-04-15 06;24,20516667
2019-04-15 07;27,21833333
2019-04-15 08;29,09883333
2019-04-15 09;30,7445
2019-04-15 10;31,61166667
2019-04-15 11;31,79833333
2019-04-15 12;32,07233333
2019-04-15 13;31,98433333
2019-04-15 14;31,1695
2019-04-15 15;30,27133333
2019-04-15 16;29,794
2019-04-15 17;29,601
2019-04-15 18;29,04283333
2019-04-15 19;29,036
2019-04-15 20;30,033
2019-04-15 21;31,827
2019-04-15 22;29,60866667
2019-04-15 23;27,4545
2019-04-16 00;25,72183333
2019-04-16 01;24,28316667
2019-04-16 02;23,248
2019-04-16 03;22,74316667
2019-04-16 04;22,63416667
2019-04-16 05;23,13566667
2019-04-16 06;24,96983333
2019-04-16 07;27,54266667
2019-04-16 08;29,27366667
2019-04-16 09;30,97
2019-04-16 10;31,647
2019-04-16 11;31,819
2019-04-16 12;31,86316667
2019-04-16 13;31,71716667
2019-04-16 14;30,84583333
2019-04-16 15;29,97916667
2019-04-16 16;29,5045
2019-04-16 17;29,135
2019-04-16 18;28,6625
2019-04-16 19;28,48583333
2019-04-16 20;29,389
2019-04-16 21;31,15466667
2019-04-16 22;29,3155
2019-04-16 23;27,34133333
2019-04-17 00;25,833
2019-04-17 01;24,17433333
2019-04-17 02;23,14933333
2019-04-17 03;22,817
2019-04-17 04;22,51166667
2019-04-17 05;22,95733333
2019-04-17 06;24,67383333
2019-04-17 07;27,15316667
2019-04-17 08;29,01083333
2019-04-17 09;30,68583333
2019-04-17 10;31,204
2019-04-17 11;31,60783333
2019-04-17 12;31,6795
2019-04-17 13;31,55883333
2019-04-17 14;30,56533333
2019-04-17 15;29,68733333
2019-04-17 16;29,28
2019-04-17 17;28,87533333
2019-04-17 18;28,63383333
2019-04-17 19;28,65583333
2019-04-17 20;29,201
2019-04-17 21;30,59766667
2019-04-17 22;28,57816667
2019-04-17 23;26,49383333
2019-04-18 00;24,8965
2019-04-18 01;23,21583333
2019-04-18 02;22,02483333
2019-04-18 03;21,2915
2019-04-18 04;20,9985
2019-04-18 05;21,01133333
2019-04-18 06;21,6795
2019-04-18 07;22,68133333
2019-04-18 08;23,49316667
2019-04-18 09;25,42216667
2019-04-18 10;26,92966667
2019-04-18 11;27,69833333
2019-04-18 12;28,08116667
2019-04-18 13;28,09866667
2019-04-18 14;27,529
2019-04-18 15;26,278
2019-04-18 16;25,433
2019-04-18 17;24,97183333
2019-04-18 18;24,799
2019-04-18 19;25,17316667
2019-04-18 20;26,0385
2019-04-18 21;27,70516667
2019-04-18 22;26,6105
2019-04-18 23;24,99016667
2019-04-19 00;23,543
2019-04-19 01;22,08583333
2019-04-19 02;20,85016667
2019-04-19 03;20,12483333
2019-04-19 04;19,78033333
2019-04-19 05;19,6115
2019-04-19 06;20,0035
2019-04-19 07;20,29466667
2019-04-19 08;20,54366667
2019-04-19 09;22,32883333
2019-04-19 10;24,069
2019-04-19 11;24,9315
2019-04-19 12;25,152
2019-04-19 13;25,31833333
2019-04-19 14;25,0395
2019-04-19 15;23,98083333
2019-04-19 16;23,1325
2019-04-19 17;22,71733333
2019-04-19 18;22,72716667
2019-04-19 19;23,06933333
2019-04-19 20;24,165
2019-04-19 21;26,30583333
2019-04-19 22;25,63816667
2019-04-19 23;24,22033333
2019-04-20 00;22,744
2019-04-20 01;21,17033333
2019-04-20 02;20,13683333
2019-04-20 03;19,38066667
2019-04-20 04;19,152
2019-04-20 05;19,09983333
2019-04-20 06;19,63766667
2019-04-20 07;20,16016667
2019-04-20 08;21,15016667
2019-04-20 09;23,60033333
2019-04-20 10;25,585
2019-04-20 11;26,3025
2019-04-20 12;26,40283333
2019-04-20 13;26,55366667
2019-04-20 14;26,28633333
2019-04-20 15;25,19283333
2019-04-20 16;24,307
2019-04-20 17;23,89266667
2019-04-20 18;23,87033333
2019-04-20 19;24,12866667
2019-04-20 20;25,1995
2019-04-20 21;27,2445
2019-04-20 22;26,18183333
2019-04-20 23;24,59
2019-04-21 00;22,85533333
2019-04-21 01;21,13466667
2019-04-21 02;19,96683333
2019-04-21 03;19,28183333
2019-04-21 04;18,794
2019-04-21 05;18,83066667
2019-04-21 06;19,12533333
2019-04-21 07;19,33816667
2019-04-21 08;19,87183333
2019-04-21 09;21,70516667
2019-04-21 10;23,58166667
2019-04-21 11;24,58383333
2019-04-21 12;24,92883333
2019-04-21 13;25,0145
2019-04-21 14;24,89883333
2019-04-21 15;23,87816667
2019-04-21 16;23,15183333
2019-04-21 17;22,715
2019-04-21 18;22,854
2019-04-21 19;23,34516667
2019-04-21 20;24,59066667
2019-04-21 21;26,91733333
2019-04-21 22;26,25716667
2019-04-21 23;24,54866667
2019-04-22 00;22,53833333
2019-04-22 01;20,82566667
2019-04-22 02;19,78716667
2019-04-22 03;19,42016667
2019-04-22 04;19,30333333
2019-04-22 05;19,499
2019-04-22 06;20,82966667
2019-04-22 07;22,3705
2019-04-22 08;24,0325
2019-04-22 09;25,87833333
2019-04-22 10;27,122
2019-04-22 11;27,4955
2019-04-22 12;27,80166667
2019-04-22 13;28,044
2019-04-22 14;27,31816667
2019-04-22 15;26,16266667
2019-04-22 16;25,61133333
2019-04-22 17;25,21016667
2019-04-22 18;25,076
2019-04-22 19;25,35966667
2019-04-22 20;26,697
2019-04-22 21;28,8565
2019-04-22 22;27,38366667
2019-04-22 23;25,30516667
2019-04-23 00;23,35083333
2019-04-23 01;21,773
2019-04-23 02;20,756
2019-04-23 03;20,25366667
2019-04-23 04;20,2375
2019-04-23 05;20,7625
2019-04-23 06;23,021
2019-04-23 07;25,93166667
2019-04-23 08;28,28216667
2019-04-23 09;30,069
2019-04-23 10;30,74833333
2019-04-23 11;31,08166667
2019-04-23 12;31,33233333
2019-04-23 13;31,2775
2019-04-23 14;30,30166667
2019-04-23 15;29,34133333
2019-04-23 16;28,78416667
2019-04-23 17;28,35933333
2019-04-23 18;27,98766667
2019-04-23 19;28,174
2019-04-23 20;29,40916667
2019-04-23 21;31,438
2019-04-23 22;29,62416667
2019-04-23 23;27,26216667
2019-04-24 00;25,10833333
2019-04-24 01;23,58316667
2019-04-24 02;22,35666667
2019-04-24 03;22,07383333
2019-04-24 04;22,01566667
2019-04-24 05;22,51066667
2019-04-24 06;24,73383333
2019-04-24 07;27,9535
2019-04-24 08;30,63233333
2019-04-24 09;32,178
2019-04-24 10;32,78866667
2019-04-24 11;32,99283333
2019-04-24 12;33,18166667
2019-04-24 13;32,96833333
2019-04-24 14;32,016
2019-04-24 15;31,25616667
2019-04-24 16;30,85183333
2019-04-24 17;30,49733333
2019-04-24 18;30,28883333
2019-04-24 19;30,48133333
2019-04-24 20;31,58383333
2019-04-24 21;33,28366667
2019-04-24 22;30,91816667
2019-04-24 23;28,28966667
2019-04-25 00;26,10233333
2019-04-25 01;24,468
2019-04-25 02;23,33683333
2019-04-25 03;22,81483333
2019-04-25 04;22,59916667
2019-04-25 05;23,082
2019-04-25 06;25,4555
2019-04-25 07;28,15533333
2019-04-25 08;30,8515
2019-04-25 09;32,39666667
2019-04-25 10;32,772
2019-04-25 11;32,952
2019-04-25 12;32,86683333
2019-04-25 13;32,68283333
2019-04-25 14;31,55833333
2019-04-25 15;30,801
2019-04-25 16;30,38033333
2019-04-25 17;30,092
2019-04-25 18;29,6845
2019-04-25 19;29,732
2019-04-25 20;30,56033333
2019-04-25 21;32,4725
2019-04-25 22;30,59366667
2019-04-25 23;28,36333333
2019-04-26 00;26,37983333
2019-04-26 01;24,5315
2019-04-26 02;23,41133333
2019-04-26 03;22,79366667
2019-04-26 04;22,74766667
2019-04-26 05;23,31316667
2019-04-26 06;25,37083333
2019-04-26 07;28,4645
2019-04-26 08;30,67033333
2019-04-26 09;31,73983333
2019-04-26 10;32,03216667
2019-04-26 11;32,042
2019-04-26 12;31,90066667
2019-04-26 13;31,6
2019-04-26 14;30,48533333
2019-04-26 15;29,65566667
2019-04-26 16;29,05916667
2019-04-26 17;28,70166667
2019-04-26 18;28,2835
2019-04-26 19;28,36766667
2019-04-26 20;28,85083333
2019-04-26 21;30,862
2019-04-26 22;29,56916667
2019-04-26 23;27,6615
2019-04-27 00;26,04483333
2019-04-27 01;24,2275
2019-04-27 02;22,98316667
2019-04-27 03;22,1925
2019-04-27 04;21,88566667
2019-04-27 05;21,72533333
2019-04-27 06;22,1955
2019-04-27 07;22,8625
2019-04-27 08;24,14533333
2019-04-27 09;26,18633333
2019-04-27 10;27,5165
2019-04-27 11;27,84866667
2019-04-27 12;27,73116667
2019-04-27 13;27,59683333
2019-04-27 14;26,89733333
2019-04-27 15;25,54283333
2019-04-27 16;24,67783333
2019-04-27 17;24,213
2019-04-27 18;24,085
2019-04-27 19;24,37283333
2019-04-27 20;25,13716667
2019-04-27 21;27,3535
2019-04-27 22;26,9135
2019-04-27 23;25,28266667
2019-04-28 00;23,63066667
2019-04-28 01;21,928
2019-04-28 02;20,80666667
2019-04-28 03;20,041
2019-04-28 04;19,674
2019-04-28 05;19,53433333
2019-04-28 06;19,77083333
2019-04-28 07;19,80183333
2019-04-28 08;20,55816667
2019-04-28 09;22,03466667
2019-04-28 10;23,382
2019-04-28 11;23,815
2019-04-28 12;23,855
2019-04-28 13;23,7635
2019-04-28 14;23,6555
2019-04-28 15;22,65766667
2019-04-28 16;21,96616667
2019-04-28 17;21,63233333
2019-04-28 18;21,9035
2019-04-28 19;22,552
2019-04-28 20;24,04983333
2019-04-28 21;26,3325
2019-04-28 22;26,427
2019-04-28 23;24,92766667
2019-04-29 00;23,0185
2019-04-29 01;21,74583333
2019-04-29 02;20,76233333
2019-04-29 03;20,4325
2019-04-29 04;20,36766667
2019-04-29 05;21,07566667
2019-04-29 06;23,51533333
2019-04-29 07;26,36983333
2019-04-29 08;28,48283333
2019-04-29 09;29,5845
2019-04-29 10;29,96933333
2019-04-29 11;30,10133333
2019-04-29 12;30,34966667
2019-04-29 13;30,1455
2019-04-29 14;29,51
2019-04-29 15;28,87983333
2019-04-29 16;28,44733333
2019-04-29 17;28,16066667
2019-04-29 18;27,602
2019-04-29 19;27,4335
2019-04-29 20;28,26966667
2019-04-29 21;30,26616667
2019-04-29 22;28,776
2019-04-29 23;26,2375
2019-04-30 00;24,682
2019-04-30 01;23,18233333
2019-04-30 02;22,26916667
2019-04-30 03;21,7835
2019-04-30 04;21,7675
2019-04-30 05;22,15883333
2019-04-30 06;24,3955
2019-04-30 07;26,97566667
2019-04-30 08;29,3105
2019-04-30 09;30,383
2019-04-30 10;30,46566667
2019-04-30 11;30,5035
2019-04-30 12;30,7925
2019-04-30 13;30,85416667
2019-04-30 14;30,14583333
2019-04-30 15;29,4525
2019-04-30 16;29,0225
2019-04-30 17;28,73066667
2019-04-30 18;28,23133333
2019-04-30 19;27,79016667
2019-04-30 20;28,10166667
2019-04-30 21;29,501
2019-04-30 22;28,2465
2019-04-30 23;26,06133333
2019-05-01 00;24,4495
2019-05-01 01;22,96233333
2019-05-01 02;21,6485
2019-05-01 03;21,08866667
2019-05-01 04;20,68516667
2019-05-01 05;20,35633333
2019-05-01 06;20,05933333
2019-05-01 07;19,9345
2019-05-01 08;20,69566667
2019-05-01 09;22,364
2019-05-01 10;23,8505
2019-05-01 11;24,505
2019-05-01 12;24,85883333
2019-05-01 13;25,04366667
2019-05-01 14;24,6965
2019-05-01 15;23,35566667
2019-05-01 16;22,66766667
2019-05-01 17;22,25766667
2019-05-01 18;22,36216667
2019-05-01 19;22,86083333
2019-05-01 20;24,22416667
2019-05-01 21;26,36683333
2019-05-01 22;25,974
2019-05-01 23;24,25583333
2019-05-02 00;22,53466667
2019-05-02 01;21,15283333
2019-05-02 02;20,2105
2019-05-02 03;19,873
2019-05-02 04;19,83683333
2019-05-02 05;20,26966667
2019-05-02 06;22,85683333
2019-05-02 07;25,2525
2019-05-02 08;27,47766667
2019-05-02 09;28,915
2019-05-02 10;29,59483333
2019-05-02 11;29,9415
2019-05-02 12;30,2505
2019-05-02 13;30,2445
2019-05-02 14;29,68583333
2019-05-02 15;28,98283333
2019-05-02 16;28,585
2019-05-02 17;28,40933333
2019-05-02 18;28,00233333
2019-05-02 19;27,968
2019-05-02 20;28,58716667
2019-05-02 21;30,17283333
2019-05-02 22;28,76933333
2019-05-02 23;26,31716667
2019-05-03 00;24,73016667
2019-05-03 01;23,638
2019-05-03 02;22,39133333
2019-05-03 03;21,98783333
2019-05-03 04;21,763
2019-05-03 05;22,2795
2019-05-03 06;24,10166667
2019-05-03 07;26,45466667
2019-05-03 08;28,66733333
2019-05-03 09;29,99616667
2019-05-03 10;30,65433333
2019-05-03 11;30,961
2019-05-03 12;31,30083333
2019-05-03 13;31,16916667
2019-05-03 14;30,322
2019-05-03 15;29,48883333
2019-05-03 16;28,90583333
2019-05-03 17;28,606
2019-05-03 18;28,312
2019-05-03 19;28,22766667
2019-05-03 20;28,4895
2019-05-03 21;29,58916667
2019-05-03 22;28,492
2019-05-03 23;26,52116667
2019-05-04 00;25,02466667
2019-05-04 01;23,6405
2019-05-04 02;22,53683333
2019-05-04 03;21,889
2019-05-04 04;21,45633333
2019-05-04 05;21,432
2019-05-04 06;21,9255
2019-05-04 07;22,17783333
2019-05-04 08;23,995
2019-05-04 09;26,26
2019-05-04 10;27,7295
2019-05-04 11;27,951
2019-05-04 12;27,874
2019-05-04 13;27,738
2019-05-04 14;27,261
2019-05-04 15;26,083
2019-05-04 16;25,18266667
2019-05-04 17;24,7675
2019-05-04 18;24,54983333
2019-05-04 19;24,86216667
2019-05-04 20;25,4415
2019-05-04 21;27,421
2019-05-04 22;26,88683333
2019-05-04 23;25,1525
2019-05-05 00;23,49283333
2019-05-05 01;21,953
2019-05-05 02;20,91383333
2019-05-05 03;20,25516667
2019-05-05 04;19,85216667
2019-05-05 05;19,93466667
2019-05-05 06;20,12783333
2019-05-05 07;19,96866667
2019-05-05 08;20,87033333
2019-05-05 09;22,69016667
2019-05-05 10;24,27866667
2019-05-05 11;25,00466667
2019-05-05 12;25,15766667
2019-05-05 13;25,17933333
2019-05-05 14;24,77866667
2019-05-05 15;23,70583333
2019-05-05 16;23,00666667
2019-05-05 17;22,85133333
2019-05-05 18;22,91266667
2019-05-05 19;23,435
2019-05-05 20;24,52566667
2019-05-05 21;26,87516667
2019-05-05 22;26,84866667
2019-05-05 23;25,10283333
2019-05-06 00;23,29833333
2019-05-06 01;22,05866667
2019-05-06 02;21,17283333
2019-05-06 03;20,98
2019-05-06 04;21,013
2019-05-06 05;21,513
2019-05-06 06;23,958
2019-05-06 07;27,01833333
2019-05-06 08;29,41766667
2019-05-06 09;30,4145
2019-05-06 10;30,65516667
2019-05-06 11;30,73816667
2019-05-06 12;30,51433333
2019-05-06 13;30,79116667
2019-05-06 14;30,21483333
2019-05-06 15;29,524
2019-05-06 16;29,06816667
2019-05-06 17;28,9465
2019-05-06 18;28,43133333
2019-05-06 19;28,49883333
2019-05-06 20;29,24283333
2019-05-06 21;30,94816667
2019-05-06 22;29,37316667
2019-05-06 23;26,79016667
2019-05-07 00;25,09733333
2019-05-07 01;23,80766667
2019-05-07 02;22,9245
2019-05-07 03;22,667
2019-05-07 04;22,51433333
2019-05-07 05;22,96233333
2019-05-07 06;24,7585
2019-05-07 07;27,5715
2019-05-07 08;29,75166667
2019-05-07 09;30,91683333
2019-05-07 10;31,05866667
2019-05-07 11;31,141
2019-05-07 12;31,50433333
2019-05-07 13;31,314
2019-05-07 14;30,5795
2019-05-07 15;29,931
2019-05-07 16;29,52216667
2019-05-07 17;29,57616667
2019-05-07 18;29,42
2019-05-07 19;29,59533333
2019-05-07 20;30,62983333
2019-05-07 21;31,68233333
2019-05-07 22;29,71866667
2019-05-07 23;27,29116667
2019-05-08 00;25,78966667
2019-05-08 01;24,433
2019-05-08 02;23,47216667
2019-05-08 03;23,0685
2019-05-08 04;22,96683333
2019-05-08 05;23,331
2019-05-08 06;25,2165
2019-05-08 07;27,782
2019-05-08 08;29,922
2019-05-08 09;30,90583333
2019-05-08 10;31,49183333
2019-05-08 11;31,77133333
2019-05-08 12;32,02066667
2019-05-08 13;32,09833333
2019-05-08 14;30,94166667
2019-05-08 15;30,28766667
2019-05-08 16;30,05283333
2019-05-08 17;29,871
2019-05-08 18;29,49633333
2019-05-08 19;29,63916667
2019-05-08 20;30,32033333
2019-05-08 21;31,59666667
2019-05-08 22;29,789
2019-05-08 23;27,30833333
2019-05-09 00;25,70233333
2019-05-09 01;24,42216667
2019-05-09 02;23,4535
2019-05-09 03;23,10533333
2019-05-09 04;22,94283333
2019-05-09 05;23,28416667
2019-05-09 06;25,12866667
2019-05-09 07;27,781
2019-05-09 08;29,856
